,Unnamed: 0,Unnamed: 0.1,State,State_Abr,Zip Code,County,City,Street,Lat,Lon,Features,Trulia Est,History Events,Property Events,Beds,Baths,Sqft,Price_Per_Sqft,Year Built
1679,1679,1679,California,CA,95060,Santa Cruz County,Santa Cruz,139 Jessie St,36.9697875,-122.0153492,Single Family Home;Lot Size: 3%441 sqft;Built in 1965;Rooms: Bedroom% Bedroom% Dining Room% Family Room% Kitchen;Refrigerator;Dishwasher;Disposal;Floors: Hardwood% Tile;Double Paned Windows;New Traditional Architecture;Exterior: Wood;Roof: Composition Shingle;MLS/Source ID: ML81414841;,$729%432,07/31/2014:$499%000:Posting Removed;06/11/2014:$525%000:Sold;05/02/2014:$499%000:Listed For Sale;09/12/2008:$393%085:Sold;05/19/2008:$455%100:Sold;09/02/2005:$600%000:Sold,Year:2018;Tax:$6%793;Assessment:;Land:$395%934;Improvements:$169%686;Total:$565%620,?,?,?,?,Built in 1965
1680,1680,1680,California,CA,95060,Santa Cruz County,Santa Cruz,140 Jessie St,36.9698948,-122.0149606,Single Family Home;Lot Size: 4%225 sqft;Built in 1976;Rooms: Breakfast Nook% Dining Room;Heating Fuel: Gas;Floors: Carpet% Hardwood% Tile;Fireplace;Parking: Other;Roof: Composition;MLS/Source ID: ML81646792;,$918%683,07/05/2017:$750%000:Sold;10/19/2016:$715%000:Sold;11/08/1996:$179%500:Sold,Year:2018;Tax:$8%844;Assessment:;Land:$487%500;Improvements:$262%500;Total:$750%000,?,?,?,?,Built in 1976
1681,1681,1681,California,CA,95060,Santa Cruz County,Santa Cruz,141 Jessie St,36.9698866,-122.0153745,Single Family Home;$673/sqft;Lot Size: 3%528 sqft;Built in 1991;Rooms: Dining Room;Heating: Forced Air;Heating Fuel: Gas;Refrigerator;Dishwasher;Disposal;Floors: Carpet% Laminate% Tile;Skylight;Garage;Cable Ready;Contemporary Architecture;Roof: Composition;MLS/Source ID: ML81717134;,$650%000,08/23/2018:$650%000:Sold,Year:2018;Tax:$2%917;Assessment:;Land:$54%147;Improvements:$162%963;Total:$217%110,?,?,?,$673/sqft,Built in 1991
1682,1682,1682,California,CA,95060,Santa Cruz County,Santa Cruz,144 Jessie St,36.9699697,-122.0149939,3 Beds;2 Baths;1%443 sqft;Single Family Home;$485/sqft;4%182 sqft lot size;Built in 1978;County: Santa Cruz;Tax Rate Code Area: 1-031;6 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Stories: 2 story;Construction Type: Frame;Contemporary;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$823%191,10/07/2016:$700%000:Sold;01/10/2003:$439%000:Sold;03/31/1998:$200%000:Sold,Year:2018;Tax:$8%366;Assessment:;Land:$464%100;Improvements:$249%900;Total:$714%000,3 Beds,2 Baths,1%443 sqft,$485/sqft,Built in 1978
1683,1683,1683,California,CA,95060,Santa Cruz County,Santa Cruz,305 Jessie St,36.971476,-122.0166372,2 Beds;2 Baths;1%279 sqft;Single Family Home;$154/sqft;5%009 sqft lot size;Built in 1979;County: Santa Cruz;Tax Rate Code Area: 1-031;5 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$794%158,03/05/1998:$197%500:Sold;09/26/1997:$200%595:Sold,Year:2018;Tax:$3%583;Assessment:;Land:$161%386;Improvements:$115%638;Total:$277%024,2 Beds,2 Baths,1%279 sqft,$154/sqft,Built in 1979
1684,1684,1684,California,CA,95060,Santa Cruz County,Santa Cruz,313 Jessie St,36.9717134,-122.016726,2 Baths;1%174 sqft;Single Family Home;$322/sqft;5%009 sqft lot size;Built in 1977;County: Santa Cruz;Tax Rate Code Area: 1-031;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$779%167,09/11/2001:$378%000:Sold;06/16/1998:$178%000:Sold,Year:2018;Tax:$5%961;Assessment:;Land:$360%943;Improvements:$129%835;Total:$490%778,?,2 Baths,1%174 sqft,$322/sqft,Built in 1977
1685,1685,1685,California,CA,95060,Santa Cruz County,Santa Cruz,315 Jessie St,36.9718754,-122.0168148,3 Beds;2 Baths;1%279 sqft;Single Family Home;$250/sqft;5%271 sqft lot size;Built in 1978;County: Santa Cruz;Tax Rate Code Area: 1-031;6 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$791%631,11/09/2009:$320%000:Sold;04/27/2009:$425%000:Sold,Year:2018;Tax:$4%540;Assessment:;Land:$209%876;Improvements:$153%154;Total:$363%030,3 Beds,2 Baths,1%279 sqft,$250/sqft,Built in 1978
1686,1686,1686,California,CA,95060,Santa Cruz County,Santa Cruz,123 Jeter St,36.95746190000001,-122.0464998,4 Beds;1 Bath;2%613 sqft;Single Family Home;$77/sqft;7%492 sqft lot size;Built in 1966;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Parking: Garage;Parking Spaces: 1;Units: 1;Stories: 1 story;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%767%475,12/29/1995:$200%000:Sold,Year:2018;Tax:$6%069;Assessment:;Land:$189%808;Improvements:$325%641;Total:$515%449,4 Beds,?,2%613 sqft,?,Built in 1966
1687,1687,1687,California,CA,95060,Santa Cruz County,Santa Cruz,136 Jeter St,36.957953,-122.047188,3 Beds;2 Baths;1%281 sqft;Single Family Home;$164/sqft;8%712 sqft lot size;Built in 1962;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Shingle (Not Wood);Land Use Code: Single Family Residential;,$1%016%376,12/22/1995:$210%000:Sold,Year:2018;Tax:$3%747;Assessment:;Land:$153%308;Improvements:$153%308;Total:$306%616,3 Beds,2 Baths,1%281 sqft,$164/sqft,Built in 1962
1688,1688,1688,California,CA,95060,Santa Cruz County,Santa Cruz,116 Jewell St,36.987511,-122.025519,Condo;Lot Size: 653 sqft;Built in 1980;,$591%350,04/10/2012:$244%900:Posting Removed;04/05/2012:$258%000:Sold;02/14/2012:$244%900:Listed For Sale;01/10/2012:$319%000:Sold;10/06/2004:$465%000:Sold;06/23/1997:$159%000:Sold,Year:2018;Tax:$3%572;Assessment:;Land:$170%752;Improvements:$113%835;Total:$284%587,?,?,?,?,Built in 1980
1689,1689,1689,California,CA,95060,Santa Cruz County,Santa Cruz,137 John St,36.95124089999999,-122.0469216,Single Family Home;Lot Size: 5%358 sqft;Built in 1963;Garage;Ranch Architecture;Roof: Composition;MLS/Source ID: ML81677426;,$1%825%885,04/13/2018:$1%705%000:Sold;11/22/2017:$1%705%000:Sold;06/10/2014:$1%250%000:Sold,Year:2018;Tax:$19%374;Assessment:;Land:$1%205%000;Improvements:$500%000;Total:$1%705%000,?,?,?,?,Built in 1963
1690,1690,1690,California,CA,95060,Santa Cruz County,Santa Cruz,141 John St,36.9514673,-122.0469216,3 Beds;2.5 Baths;1%654 sqft;Single Family Home;$665/sqft;5%314 sqft lot size;Built in 2001;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Parking: Garage;Parking Spaces: 1;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%379%110,08/08/2005:$1%100%000:Sold;01/13/1998:$286%000:Sold,Year:2018;Tax:$13%972;Assessment:;Land:$947%344;Improvements:$278%623;Total:$1%225%967,3 Beds,2.5 Baths,1%654 sqft,$665/sqft,Built in 2001
1691,1691,1691,California,CA,95060,Santa Cruz County,Santa Cruz,232 John St,36.9530946,-122.0466552,Single Family Home;Lot Size: 5%445 sqft;Built in 1965;MLS/Source ID: 81150854;,$1%101%332,03/01/2012:$499%000:Posting Removed;02/07/2012:$600%000:Sold;01/06/2012:$499%000:Listed For Sale,Year:2018;Tax:$7%403;Assessment:;Land:$397%406;Improvements:$264%938;Total:$662%344,?,?,?,?,Built in 1965
1692,1692,1692,California,CA,95060,Santa Cruz County,Santa Cruz,306 John St,36.9540711,-122.0469216,2 Beds;1 Bath;1%120 sqft;Single Family Home;$543/sqft;6%882 sqft lot size;Built in 1972;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%074%532,07/31/2003:$608%000:Sold,Year:2018;Tax:$8%864;Assessment:;Land:$593%546;Improvements:$166%192;Total:$759%738,2 Beds,?,1%120 sqft,$543/sqft,Built in 1972
1693,1693,1693,California,CA,95060,Santa Cruz County,Santa Cruz,118 Kennan St,36.9826424,-122.0232987,2 Beds;1 Bath;965 sqft;Single Family Home;$205/sqft;7%275 sqft lot size;Built in 1900;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Yes;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$777%714,10/30/1998:$198%000:Sold,Year:2018;Tax:$3%585;Assessment:;Land:$163%685;Improvements:$155%312;Total:$318%997,2 Beds,?,965 sqft,$205/sqft,Built in 1900
1694,1694,1694,California,CA,95060,Santa Cruz County,Santa Cruz,1131 King St,36.9685704,-122.0422412,Single Family Home;Lot Size: 7%928 sqft;Built in 1941;MLS/Source ID: 81427845;,$1%127%912,11/07/2014:$739%000:Posting Removed;11/06/2014:$729%000:Sold;09/05/2014:$739%000:Pending;08/02/2014:$759%000:Listed For Sale,Year:2018;Tax:$10%455;Assessment:;Land:$477%011;Improvements:$433%007;Total:$910%018,?,?,?,?,Built in 1941
1695,1695,1695,California,CA,95060,Santa Cruz County,Santa Cruz,1218 King St,36.9676455,-122.0438469,3 Beds;1 Bath;1%620 sqft;Single Family Home;$321/sqft;7%013 sqft lot size;Built in 1921;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Parking: Garage;Parking Spaces: 1;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%306%637,06/21/2002:$520%000:Sold,Year:2018;Tax:$8%472;Assessment:;Land:$405%087;Improvements:$326%347;Total:$731%434,3 Beds,?,1%620 sqft,$321/sqft,Built in 1921
1696,1696,1696,California,CA,95060,Santa Cruz County,Santa Cruz,1607 King St,36.965139,-122.0455008,2 Beds;1 Bath;1%197 sqft;Single Family Home;$599/sqft;5%793 sqft lot size;Built in 1938;County: Santa Cruz;Tax Rate Code Area: 1-032;Parking: Garage;Parking Spaces: 1;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$947%179,04/05/2004:$717%000:Sold,Year:2018;Tax:$10%379;Assessment:;Land:$656%024;Improvements:$239%918;Total:$895%942,2 Beds,?,1%197 sqft,$599/sqft,Built in 1938
1697,1697,1697,California,CA,95060,Santa Cruz County,Santa Cruz,1623 King St,36.9646793,-122.0459004,2 Beds;1 Bath;863 sqft;Single Family Home;$782/sqft;5%750 sqft lot size;Built in 1938;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Parking: Garage;Parking Spaces: 1;Units: 1;Roof: Tile;Land Use Code: Single Family Residential;,$852%273,09/29/2017:$675%000:Sold,Year:2018;Tax:$7%922;Assessment:;Land:$575%000;Improvements:$100%000;Total:$675%000,2 Beds,?,863 sqft,$782/sqft,Built in 1938
1698,1698,1698,California,CA,95060,Santa Cruz County,Santa Cruz,1722 King St,36.9639385,-122.0472657,Single Family Home;Lot Size: 6%011 sqft;Built in 1940;MLS/Source ID: ML81650941;,$880%202,10/30/1996:$219%500:Sold,Year:2018;Tax:$3%831;Assessment:;Land:$193%242;Improvements:$120%956;Total:$314%198,?,?,?,?,Built in 1940
1699,1699,1699,California,CA,95060,Santa Cruz County,Santa Cruz,118 Kirby St,36.9757622,-122.0356436,Single Family Home;Lot Size: 6%229 sqft;Built in 1926;Detached Single Family% 1 Story% Cottage/Bungalow Architecture;MLS/Source ID: 81311315;,$760%897,04/30/2013:$675%000:Sold;04/23/2013:$598%500:Posting Removed;04/09/2013:$598%500:Listed For Sale;09/01/1995:$238%000:Sold,Year:2018;Tax:$8%563;Assessment:;Land:$438%316;Improvements:$294%323;Total:$732%639,?,?,?,?,Built in 1926
1700,1700,1700,California,CA,95060,Santa Cruz County,Santa Cruz,5 Kite Hill Rd,37.010367,-122.0268735,5 Beds;3.5 Baths;4%623 sqft;Single Family Home;$415/sqft;0.47 acres lot size;Built in 1970;County: Santa Cruz;Tax Rate Code Area: 94-026;Heating: Central;Parking: Garage;Parking Spaces: 1;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$2%218%439,06/13/2002:$1%920%000:Sold,Year:2018;Tax:$27%895;Assessment:;Land:$1%298%358;Improvements:$1%194%492;Total:$2%492%850,5 Beds,3.5 Baths,4%623 sqft,$415/sqft,Built in 1970
1701,1701,1701,California,CA,95060,Santa Cruz County,Santa Cruz,151 La Canada Way,37.0203758,-122.0352218,Single Family Home;Lot Size: 0.39 acres;Built in 1961;Detached Single Family% 1 Story% Traditional Architecture;MLS/Source ID: 81310789;,$1%107%767,07/02/2013:$730%000:Sold;05/30/2013:$769%500:Posting Removed;04/05/2013:$769%500:Listed For Sale,Year:2018;Tax:$10%505;Assessment:;Land:$471%888;Improvements:$314%592;Total:$786%480,?,?,?,?,Built in 1961
1702,1702,1702,California,CA,95060,Santa Cruz County,Santa Cruz,4017 La Madrona Dr,37.029132,-122.0240981,Single Family Home;Lot Size: 0.66 acres;Built in 1951;MLS/Source ID: 564355;,$1%475%388,05/03/2006:$990%000:Sold,Year:2018;Tax:$12%597;Assessment:;Land:$565%457;Improvements:$554%142;Total:$1%119%599,?,?,?,?,Built in 1951
1703,1703,1703,California,CA,95060,Santa Cruz County,Santa Cruz,129 Ladera Dr,36.9623944,-122.0470992,3 Beds;3 Baths;2%722 sqft;Single Family Home;$52/sqft;8%494 sqft lot size;Built in 2006;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Parking: Garage;Parking Spaces: 1;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%616%555,08/13/1996:$250%000:Sold;04/27/1995:$142%000:Sold,Year:2018;Tax:$9%009;Assessment:;Land:$275%568;Improvements:$504%201;Total:$779%769,3 Beds,3 Baths,2%722 sqft,?,Built in 2006
1704,1704,1704,California,CA,95060,Santa Cruz County,Santa Cruz,133 Ladera Dr,36.9622789,-122.0472324,Single Family Home;Lot Size: 5%271 sqft;Built in 1949;Rooms: Dining Room;Heating Fuel: Gas;Floors: Hardwood% Linoleum Vinyl% Tile;Garage;Cable Ready;Bungalow Architecture;Roof: Composition;MLS/Source ID: ML81688271;,$835%970,02/07/2018:$851%000:Sold;07/08/2005:$697%000:Sold,Year:2018;Tax:$9%647;Assessment:;Land:$690%604;Improvements:$146%529;Total:$837%133,?,?,?,?,Built in 1949
1705,1705,1705,California,CA,95060,Santa Cruz County,Santa Cruz,143 Ladera Dr,36.9619701,-122.047632,Single Family Home;Lot Size: 6%447 sqft;Built in 1950;Parking: Detached;Parking Spaces: 3;Single Story Architecture;MLS/Source ID: 81024582;,$874%990,07/23/2010:$535%000:Posting Removed;07/22/2010:$518%000:Sold;05/29/2010:$535%000:Listed For Sale,Year:2018;Tax:$7%083;Assessment:;Land:$422%244;Improvements:$184%321;Total:$606%565,?,?,?,?,Built in 1950
1706,1706,1706,California,CA,95060,Santa Cruz County,Santa Cruz,151 Ladera Dr,36.9618011,-122.0479428,Single Family Home;Lot Size: 5%227 sqft;Built in 1949;MLS/Source ID: 81138026;,$820%689,02/14/2012:$449%000:Posting Removed;01/27/2012:$420%000:Sold;11/06/2011:$449%000:Price Change:$14%100: (3%);10/30/2011:$434%900:Price Change:$14%100: (-3%);10/02/2011:$449%000:Price Change:$20%900: (-4%);09/03/2011:$469%900:Price Change:$50%900: (12%);07/22/2011:$419%000:Price Change:$60%000: (-13%);07/17/2011:$479%000:Price Change:$48%027: (-9%);07/13/2011:$527%027:Sold;07/03/2011:$419%000:Price Change:$20%000: (-5%);06/23/2011:$439%000:Price Change:$40%000: (-8%);06/06/2011:$479%000:Price Change:$40%000: (9%);04/24/2011:$439%000:Price Change:$40%000: (-8%);02/18/2011:$479%000:Listed For Sale;06/20/2006:$709%000:Sold;07/27/1999:$353%000:Sold,Year:2018;Tax:$5%749;Assessment:;Land:$347%731;Improvements:$131%910;Total:$479%641,?,?,?,?,Built in 1949
1707,1707,1707,California,CA,95060,Santa Cruz County,Santa Cruz,155 Ladera Dr,36.9617611,-122.048076,Single Family Home;Lot Size: 5%009 sqft;Built in 1949;MLS/Source ID: 80815249;,$823%998,08/20/2008:$490%000:Sold,Year:2018;Tax:$6%582;Assessment:;Land:$424%416;Improvements:$130%154;Total:$554%570,?,?,?,?,Built in 1949
1708,1708,1708,California,CA,95060,Santa Cruz County,Santa Cruz,159 Ladera Dr,36.961721,-122.0482092,Single Family Home;Lot Size: 5%009 sqft;Built in 1949;MLS/Source ID: HM_675456;,$894%254,09/26/2014:$675%000:Posting Removed;09/26/2014:$655%000:Sold;09/10/2014:$675%000:Pending;08/05/2014:$675%000:Price Change:$20%000: (-3%);05/16/2014:$695%000:Listed For Sale,Year:2018;Tax:$8%031;Assessment:;Land:$415%113;Improvements:$276%742;Total:$691%855,?,?,?,?,Built in 1949
1709,1709,1709,California,CA,95060,Santa Cruz County,Santa Cruz,6025 Laguna Rd,36.9875067,-122.1510811,Single Family Home;Lot Size: 0.4 acres;Built in 1905;Rooms: Bedroom% Office% Dining Room% Laundry Room% Family Room% Living Room% Kitchen;Fireplace;Foundation Type: Concrete Perimeter and Slab;MLS/Source ID: 81215790;,$431%286,05/17/2018:$75%000:Sold;02/05/2013:$550%000:Posting Removed;01/03/2013:$550%000:Listed For Sale;10/10/2012:$550%000:Posting Removed;08/31/2012:$275%000:Sold;06/27/2012:$550%000:Listed For Sale;05/02/2012:$550%000:Posting Removed;02/25/2012:$550%000:Listed For Sale;02/24/2012:$550%000:Posting Removed;01/28/2012:$550%000:Listed For Sale;01/27/2012:$550%000:Posting Removed;12/06/2011:$550%000:Price Change:$49%000: (-8%);10/28/2011:$599%000:Listed For Sale,Year:2018;Tax:$3%960;Assessment:;Land:$238%098;Improvements:$59%524;Total:$297%622,?,?,?,?,Built in 1905
1710,1710,1710,California,CA,95060,Santa Cruz County,Santa Cruz,6035 Laguna Rd,36.9879909,-122.1510618,Single Family Home;Lot Size: 0.69 acres;Built in 1931;Furnished;Washer;Dryer;Floors: Hardwood;Parking: Off Street;,$1%351%669,06/21/2013:$239%000:Sold,Year:2018;Tax:$3%630;Assessment:;Land:$108%226;Improvements:$150%434;Total:$258%660,?,?,?,?,Built in 1931
1711,1711,1711,California,CA,95060,Santa Cruz County,Santa Cruz,110 Laguna St,36.9546591,-122.0295615,Single Family Home;Lot Size: 5%489 sqft;Built in 1997;MLS/Source ID: 700394;,$2%284%426,04/18/2007:$1%862%500:Sold;03/31/2000:$1%825%000:Sold;10/31/1997:$165%000:Sold;08/27/1996:$182%000:Sold,Year:2018;Tax:$24%725;Assessment:;Land:$1%177%499;Improvements:$1%015%592;Total:$2%193%091,?,?,?,?,Built in 1997
1712,1712,1712,California,CA,95060,Santa Cruz County,Santa Cruz,114 Laguna St,36.95477630000001,-122.0295459,4 Beds;3 Baths;2%846 sqft;Single Family Home;$362/sqft;5%489 sqft lot size;Built in 1997;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Tile;Land Use Code: Single Family Residential;,$2%172%287,09/23/2003:$1%030%000:Sold;10/16/2001:$1%295%000:Sold;08/29/1997:$595%000:Sold;10/01/1996:$167%000:Sold,Year:2018;Tax:$14%729;Assessment:;Land:$772%236;Improvements:$514%822;Total:$1%287%058,4 Beds,3 Baths,2%846 sqft,$362/sqft,Built in 1997
1713,1713,1713,California,CA,95060,Santa Cruz County,Santa Cruz,118 Laguna St,36.9549349,-122.029637,1 Bed;1 Bath;603 sqft;Single Family Home;$1%451/sqft;5%576 sqft lot size;Built in 1910;County: Santa Cruz;Tax Rate Code Area: 1-032;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$902%617,06/29/2018:$875%000:Sold,Year:2018;Tax:$821;Assessment:;Land:$29%572;Improvements:$6%946;Total:$36%518,?,?,603 sqft,?,Built in 1910
1714,1714,1714,California,CA,95060,Santa Cruz County,Santa Cruz,122 Laguna St,36.9550625,-122.0295641,Single Family Home;Lot Size: 5%663 sqft;Built in 1998;Foundation Type: Concrete Perimeter;Roof: Composition;MLS/Source ID: 81100333;,$1%840%249,03/28/2012:$800%000:Sold;12/30/2011:$815%000:Posting Removed;11/16/2011:$815%000:Listed For Sale;07/26/2011:$819%000:Posting Removed;07/10/2011:$819%000:Listed For Sale;01/20/2011:$859%000:Posting Removed;01/08/2011:$859%000:Listed For Sale;08/21/2010:$899%000:Posting Removed;07/24/2010:$899%000:Price Change:$40%000: (-4%);07/09/2010:$939%000:Price Change:$36%000: (-4%);06/18/2010:$975%000:Listed For Sale;04/22/2009:$1%249%000:Posting Removed;01/01/2009:$1%249%000:Listed For Sale;05/19/2006:$1%200%000:Sold;03/13/2003:$795%000:Sold;10/09/1998:$510%000:Sold;11/06/1997:$161%000:Sold,Year:2018;Tax:$10%237;Assessment:;Land:$529%875;Improvements:$353%250;Total:$883%125,?,?,?,?,Built in 1998
1715,1715,1715,California,CA,95060,Santa Cruz County,Santa Cruz,128 Laguna St,36.9553309,-122.0296675,Single Family Home;Lot Size: 5%706 sqft;Built in 1993;Heating: Radiant;Fireplace;Foundation Type: Concrete Perimeter;Roof: Composition;MLS/Source ID: 81208747;,$1%857%004,03/29/2012:$985%000:Posting Removed;03/28/2012:$985%000:Sold;03/08/2012:$985%000:Listed For Sale,Year:2018;Tax:$12%430;Assessment:;Land:$598%042;Improvements:$489%307;Total:$1%087%349,?,?,?,?,Built in 1993
1716,1716,1716,California,CA,95060,Santa Cruz County,Santa Cruz,133 Laguna St,36.9554134,-122.0301075,2 Beds;2 Baths;1%752 sqft;Single Family Home;$291/sqft;5%924 sqft lot size;Built in 1981;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Parking: Garage;Parking Spaces: 1;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%401%772,09/17/1999:$510%000:Sold,Year:2018;Tax:$8%431;Assessment:;Land:$493%047;Improvements:$234%780;Total:$727%827,2 Beds,2 Baths,1%752 sqft,$291/sqft,Built in 1981
1717,1717,1717,California,CA,95060,Santa Cruz County,Santa Cruz,136 Laguna St,36.9556034,-122.029649,Single Family Home;Lot Size: 6%186 sqft;Built in 1981;Bestvalue;,$1%605%341,03/19/2002:$780%000:Sold;09/06/2000:$910%000:Sold,Year:2018;Tax:$11%678;Assessment:;Land:$607%631;Improvements:$405%090;Total:$1%012%721,?,?,?,?,Built in 1981
1718,1718,1718,California,CA,95060,Santa Cruz County,Santa Cruz,145 Laguna St,36.9557993,-122.0302071,3 Beds;2 Baths;1%348 sqft;Single Family Home;$506/sqft;5%968 sqft lot size;Built in 1960;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Stories: 1 story;Construction Type: Frame;Ranch/Rambler;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%313%295,12/17/2002:$682%000:Sold,Year:2018;Tax:$9%992;Assessment:;Land:$636%449;Improvements:$231%670;Total:$868%119,3 Beds,2 Baths,1%348 sqft,$506/sqft,Built in 1960
1719,1719,1719,California,CA,95060,Santa Cruz County,Santa Cruz,200 Laguna St,36.9557346,-122.0293381,3 Beds;2 Baths;1%633 sqft;Single Family Home;$416/sqft;6%403 sqft lot size;Built in 1978;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Parking: Garage;Parking Spaces: 1;Units: 1;Stories: 2 story;Construction Type: Frame;Contemporary;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%537%640,12/23/2002:$680%000:Sold,Year:2018;Tax:$9%963;Assessment:;Land:$519%344;Improvements:$346%230;Total:$865%574,3 Beds,2 Baths,1%633 sqft,$416/sqft,Built in 1978
1720,1720,1720,California,CA,95060,Santa Cruz County,Santa Cruz,220 Laguna St,36.9564783,-122.0292493,Single Family Home;Lot Size: 4%182 sqft;Built in 1995;MLS/Source ID: 80822642;,$1%504%384,08/26/2008:$935%000:Sold;06/03/2005:$941%000:Sold;08/11/1995:$318%000:Sold;12/30/1993:$150%000:Sold,Year:2018;Tax:$12%559;Assessment:;Land:$723%220;Improvements:$370%289;Total:$1%093%509,?,?,?,?,Built in 1995
1721,1721,1721,California,CA,95060,Santa Cruz County,Santa Cruz,311 Laguna St,36.9573394,-122.029649,Single Family Home;Lot Size: 7%144 sqft;Built in 1971;Foundation Type: Concrete Slab;Roof: Composition;MLS/Source ID: ML81034568;,$1%325%406,12/30/2010:$626%500:Posting Removed;12/03/2010:$626%500:Listed For Sale;11/24/2010:$626%500:Sold;07/26/2010:$699%000:Posting Removed;07/15/2010:$699%000:Listed For Sale;05/13/2005:$940%000:Sold,Year:2018;Tax:$8%182;Assessment:;Land:$458%530;Improvements:$246%901;Total:$705%431,?,?,?,?,Built in 1971
1722,1722,1722,California,CA,95060,Santa Cruz County,Santa Cruz,403 Laguna St,36.9580965,-122.0295158,Single Family Home;Lot Size: 5%750 sqft;Built in 1986;Foundation Type: Concrete Slab;Roof: Composition;MLS/Source ID: ML81201747;,$1%664%573,02/24/2012:$772%000:Sold;02/05/2012:$799%000:Posting Removed;01/18/2012:$799%000:Price Change:$21%000: (-3%);07/22/2011:$820%000:Price Change:$35%000: (-4%);06/17/2011:$855%000:Price Change:$34%000: (-4%);06/09/2011:$889%000:Listed For Sale,Year:2018;Tax:$9%815;Assessment:;Land:$511%330;Improvements:$340%886;Total:$852%216,?,?,?,?,Built in 1986
1723,1723,1723,California,CA,95060,Santa Cruz County,Santa Cruz,503 Laguna St,36.9589778,-122.0294713,3 Beds;2 Baths;1%296 sqft;Single Family Home;7%013 sqft lot size;Built in 1950;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Floor/Wall;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%289%775,04/17/2014:$875%000:Sold,Year:2018;Tax:$11%273;Assessment:;Land:$761%508;Improvements:$214%845;Total:$976%353,3 Beds,2 Baths,1%296 sqft,?,Built in 1950
1724,1724,1724,California,CA,95060,Santa Cruz County,Santa Cruz,507 Laguna St,36.959091,-122.0294713,2 Beds;1 Bath;1%084 sqft;Single Family Home;$268/sqft;7%100 sqft lot size;Built in 1950;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Floor/Wall;Parking: Garage;Parking Spaces: 1;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%040%241,10/16/2013:$290%000:Sold;05/21/1999:$335%000:Sold,Year:2018;Tax:$6%666;Assessment:;Land:$388%960;Improvements:$173%117;Total:$562%077,2 Beds,?,1%084 sqft,$268/sqft,Built in 1950
1725,1725,1725,California,CA,95060,Santa Cruz County,Santa Cruz,520 Laguna St,36.9594301,-122.0290038,4 Beds;4 Baths;2%240 sqft;Single Family Home;$156/sqft;7%579 sqft lot size;Built in 1961;County: Santa Cruz;Tax Rate Code Area: 1-032;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%847%982,07/01/1999:$350%000:Sold,Year:2018;Tax:$7%297;Assessment:;Land:$283%265;Improvements:$342%580;Total:$625%845,4 Beds,4 Baths,2%240 sqft,$156/sqft,Built in 1961
