,Unnamed: 0,State,State_Abr,Zip Code,County,City,Street,Lat,Lon,Features,Trulia Est,History Events,Property Events,Beds,Baths,Sqft,Price_Per_Sqft,Year Built
1752,1752,California,CA,95003,Santa Cruz County,Aptos,329 Martin Dr,36.9688,-121.89663,Single Family Home;$2/sqft;Lot Size: 5%271 sqft;Built in 1958;123 Days on Trulia;Heating: Forced Air;Washer;Dryer;Refrigerator;Microwave;Dishwasher;Floors: Hardwood;Ceiling Fan;MLS/Source ID: ML81736395;,$1%029%837,07/07/1995:$227%000:Sold,Year:2018;Tax:$10%695;Assessment:;Land:$628%478;Improvements:$269%348;Total:$897%826,?,?,?,?,Built in 1958
1753,1753,California,CA,95003,Santa Cruz County,Aptos,331 Martin Dr,36.968579999999996,-121.89656000000001,3 Beds;2 Baths;1%632 sqft;Single Family Home;$349/sqft;8%930 sqft lot size;Built in 1957;County: Santa Cruz;Tax Rate Code Area: 69-273;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Stories: 1 story;Construction Type: Frame;Contemporary;Roof: Shingle (Not Wood);Land Use Code: Single Family Residential;,$1%045%746,07/02/2003:$569%000:Sold,Year:2018;Tax:$8%601;Assessment:;Land:$426%605;Improvements:$284%403;Total:$711%008,3 Beds,2 Baths,1%632 sqft,$349/sqft,Built in 1957
1754,1754,California,CA,95003,Santa Cruz County,Aptos,403 Martin Dr,36.967859999999995,-121.89648000000001,Single Family Home;Lot Size: 5%314 sqft;Built in 1965;180+ Days on Trulia;,$1%253%175,05/09/2008:$987%000:Posting Removed;05/05/2008:$923%000:Sold;02/08/2008:$987%000:Price Change:$97%000: (-9%);10/10/2007:$1%084%000:Listed For Sale;06/14/2002:$436%000:Sold;08/01/1994:$227%500:Sold,Year:2018;Tax:$12%507;Assessment:;Land:$639%312;Improvements:$426%207;Total:$1%065%519,?,?,?,?,Built in 1965
1755,1755,California,CA,95003,Santa Cruz County,Aptos,405 Martin Dr,36.96772,-121.89648999999999,3 Beds;2 Baths;1%368 sqft;Single Family Home;$175/sqft;5%053 sqft lot size;Built in 1960;County: Santa Cruz;Tax Rate Code Area: 69-273;5 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%007%285,01/28/1994:$240%000:Sold,Year:2018;Tax:$4%792;Assessment:;Land:$224%075;Improvements:$134%445;Total:$358%520,3 Beds,2 Baths,1%368 sqft,$175/sqft,Built in 1960
1756,1756,California,CA,95003,Santa Cruz County,Aptos,407 Martin Dr,36.96758,-121.89648999999999,2 Beds;3 Baths;1%666 sqft;Single Family Home;$315/sqft;5%009 sqft lot size;Built in 1960;County: Santa Cruz;Tax Rate Code Area: 69-273;5 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 1;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%386%184,08/15/2002:$525%000:Sold;08/29/1997:$241%000:Sold,Year:2018;Tax:$9%084;Assessment:;Land:$464%608;Improvements:$291%134;Total:$755%742,2 Beds,3 Baths,1%666 sqft,$315/sqft,Built in 1960
1757,1757,California,CA,95003,Santa Cruz County,Aptos,409 Martin Dr,36.96744,-121.89643999999998,Single Family Home;$657/sqft;Lot Size: 6%360 sqft;Built in 1973;180+ Days on Trulia;6 Rooms;Rooms: Dining Room;Heating: Forced Air;Heating Fuel: Gas;Cooling System: Central;Washer;Dryer;Refrigerator;Dishwasher;Floors: Hardwood% Tile;Great Views;Fireplace;Skylight;Vaulted Ceiling;Double Paned Windows;Ceiling Fan;Jetted Bath Tub;Garage;Parking Spaces: 2;Attic;Barbeque Area;Additional Storage;Cable Ready;Contemporary Architecture;Stories: 1;Exterior: Wood;Roof: Composition;Year Updated: 2016;Patio;Deck;Lawn;Greenhouse;Garden;Hot Tub or Spa;Pond;Sprinkler System;MLS/Source ID: ML81677562;See Virtual Tour,$1%254%348,10/18/2017:$1%149%000:Sold;10/14/2017:$1%149%000:Posting Removed;09/20/2017:$1%149%000:Pending;09/12/2017:$1%149%000:Listed For Sale;10/16/2015:$840%000:Sold;07/22/2015:$340%000:Posting Removed;07/01/2015:$340%000:Listed For Sale;08/21/2013:$769%000:Posting Removed;07/24/2013:$769%000:Listed For Sale;06/12/1998:$369%000:Sold,Year:2018;Tax:$13%409;Assessment:;Land:$804%300;Improvements:$344%700;Total:$1%149%000,?,?,?,$657/sqft,Built in 1973
1758,1758,California,CA,95003,Santa Cruz County,Aptos,110 Mattison Ct,36.9797,-121.90202,3 Beds;2.5 Baths;2%677 sqft;Single Family Home;$306/sqft;7%057 sqft lot size;Built in 2007;County: Santa Cruz;Tax Rate Code Area: 69-289;8 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%202%333,04/22/2014:$849%500:Posting Removed;04/22/2014:$820%000:Sold;02/05/2014:$849%500:Listed For Sale;12/02/2012:$799%500:Posting Removed;09/30/2012:$799%500:Price Change:$30%000: (-4%);08/29/2012:$829%500:Price Change:$20%000: (-2%);07/04/2012:$849%500:Listed For Sale;02/22/2011:$929%000:Posting Removed;11/03/2010:$929%000:Price Change:$30%000: (3%);09/22/2010:$899%000:Price Change:$30%000: (-3%);06/30/2010:$929%000:Price Change:$30%000: (-3%);05/29/2010:$959%000:Listed For Sale,Year:2018;Tax:$10%464;Assessment:;Land:$530%066;Improvements:$353%377;Total:$883%443,3 Beds,2.5 Baths,2%677 sqft,$306/sqft,Built in 2007
1759,1759,California,CA,95003,Santa Cruz County,Aptos,124 Mattison Ct,36.97947,-121.90208999999999,3 Beds;2.5 Baths;2%810 sqft;Single Family Home;$391/sqft;6%926 sqft lot size;Built in 2007;County: Santa Cruz;Tax Rate Code Area: 69-289;10 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%230%215,08/21/2007:$1%100%000:Sold,Year:2018;Tax:$14%640;Assessment:;Land:$750%366;Improvements:$519%484;Total:$1%269%850,3 Beds,2.5 Baths,2%810 sqft,$391/sqft,Built in 2007
1760,1760,California,CA,95003,Santa Cruz County,Aptos,138 Mattison Ct,36.97914,-121.90231999999999,Single Family Home;Lot Size: 0.33 acres;Built in 2008;180+ Days on Trulia;,$1%712%603,05/16/2008:$1%350%000:Sold,Year:2018;Tax:$8%188;Assessment:;Land:$286%286;Improvements:$386%487;Total:$672%773,?,?,?,?,Built in 2008
1761,1761,California,CA,95003,Santa Cruz County,Aptos,160 Mattison Ct,36.979040000000005,-121.90191999999999,Single Family Home;Lot Size: 8%843 sqft;Built in 2009;MLS/Source ID: HM_641232;,$1%311%097,10/16/2009:$990%000:Sold,Year:2018;Tax:$13%054;Assessment:;Land:$584%248;Improvements:$538%870;Total:$1%123%118,?,?,?,?,Built in 2009
1762,1762,California,CA,95003,Santa Cruz County,Aptos,100 Mattison Ln,36.9821,-121.90123999999999,Single Family Home;Lot Size: 7%797 sqft;Built in 1978;180+ Days on Trulia;MLS/Source ID: 558020;,$718%483,10/10/2012:$450%000:Sold;08/25/2012:$549%000:Posting Removed;07/20/2012:$549%000:Listed For Sale;11/17/2005:$700%000:Sold;09/29/2003:$549%500:Sold;02/22/1996:$231%500:Sold,Year:2018;Tax:$5%404;Assessment:;Land:$248%920;Improvements:$238%098;Total:$487%018,?,?,?,?,Built in 1978
1763,1763,California,CA,95003,Santa Cruz County,Aptos,105 Mattison Ln,36.98196,-121.90155,2 Baths;1%464 sqft;Single Family Home;$324/sqft;6%360 sqft lot size;Built in 1978;County: Santa Cruz;Tax Rate Code Area: 69-280;Parking: Carport;Parking Spaces: 2;Units: 1;Land Use Code: Single Family Residential;,$777%459,07/31/2003:$475%000:Sold;09/26/2000:$399%000:Sold,Year:2018;Tax:$6%555;Assessment:;Land:$374%871;Improvements:$218%674;Total:$593%545,?,2 Baths,1%464 sqft,$324/sqft,Built in 1978
1764,1764,California,CA,95003,Santa Cruz County,Aptos,108 Mattison Ln,36.981840000000005,-121.90166,Single Family Home;$369/sqft;Lot Size: 4%879 sqft;Built in 1977;180+ Days on Trulia;Rooms: Dining Room% Walk In Closet;Heating: Forced Air;Washer;Dryer;Refrigerator;Dishwasher;Floors: Carpet% Hardwood;Fireplace;Skylight;Jetted Bath Tub;Roof: Composition;MLS/Source ID: ML81714423;See Virtual Tour,$710%000,11/06/2018:$710%000:Sold;10/29/2018:$749%000:Posting Removed;10/05/2018:$749%000:Pending;09/14/2018:$749%000:Posting Removed;08/27/2018:$749%000:Price Change:$50%000: (-6%);07/24/2018:$799%000:Listed For Sale;07/14/1998:$349%500:Sold,Year:2018;Tax:$5%421;Assessment:;Land:$275%568;Improvements:$205%987;Total:$481%555,?,?,?,$369/sqft,Built in 1977
1765,1765,California,CA,95003,Santa Cruz County,Aptos,118 Mattison Ln,36.98146,-121.90191999999999,Single Family Home;Lot Size: 8%930 sqft;Built in 1964;180+ Days on Trulia;MLS/Source ID: 424593;,$643%519,11/12/2004:$535%000:Sold;10/31/1997:$195%000:Sold,Year:2018;Tax:$7%217;Assessment:;Land:$491%560;Improvements:$163%854;Total:$655%414,?,?,?,?,Built in 1964
1766,1766,California,CA,95003,Santa Cruz County,Aptos,119 Mattison Ln,36.980920000000005,-121.90213999999999,Single Family Home;$509/sqft;Lot Size: 7%971 sqft;Built in 1975;180+ Days on Trulia;Rooms: Dining Room;Heating: Forced Air;Heating Fuel: Gas;Washer;Dryer;Refrigerator;Floors: Hardwood;Vaulted Ceiling;Roof: Composition;MLS/Source ID: 81690444;,$776%458,02/22/2018:$699%000:Posting Removed;02/20/2018:$800%000:Sold;02/07/2018:$699%000:Pending;01/29/2018:$699%000:Listed For Sale;11/09/2016:$699%000:Posting Removed;09/07/2016:$699%000:Price Change:$26%000: (-4%);08/19/2016:$725%000:Price Change:$14%000: (-2%);08/01/2016:$739%000:Listed For Sale;07/09/2010:$435%000:Sold;06/04/2010:$450%000:Posting Removed;04/14/2010:$450%000:Price Change:$9%000: (-2%);03/23/2010:$459%000:Price Change:$20%000: (-4%);02/26/2010:$479%000:Listed For Sale;04/11/2000:$450%500:Sold;10/31/1996:$52%000:Sold,Year:2018;Tax:$5%503;Assessment:;Land:$269%392;Improvements:$220%412;Total:$489%804,?,?,?,$509/sqft,Built in 1975
1767,1767,California,CA,95003,Santa Cruz County,Aptos,120 Mattison Ln,36.981190000000005,-121.90205,3 Beds;1.5 Baths;1%655 sqft;Single Family Home;$180/sqft;9%845 sqft lot size;Built in 1981;County: Santa Cruz;Tax Rate Code Area: 69-273;6 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Land Use Code: Single Family Residential;,$887%625,08/08/1997:$298%000:Sold,Year:2018;Tax:$4%654;Assessment:;Land:$210%505;Improvements:$207%697;Total:$418%202,3 Beds,1.5 Baths,1%655 sqft,$180/sqft,Built in 1981
1768,1768,California,CA,95003,Santa Cruz County,Aptos,130 Mattison Ln,36.980509999999995,-121.90225,Single Family Home;$2/sqft;Lot Size: 6%055 sqft;Built in 1981;180+ Days on Trulia;Refrigerator;Dishwasher;Parking: Attached Garage;Patio;,$855%166,03/25/1994:$225%000:Sold,Year:2018;Tax:$3%842;Assessment:;Land:$268%890;Improvements:$67%224;Total:$336%114,?,?,?,?,Built in 1981
1769,1769,California,CA,95003,Santa Cruz County,Aptos,136 Mattison Ln,36.9802,-121.90226000000001,3 Beds;2.5 Baths;2%328 sqft;Single Family Home;$158/sqft;6%926 sqft lot size;Built in 1991;County: Santa Cruz;Tax Rate Code Area: 69-273;6 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%061%897,04/26/1996:$367%500:Sold,Year:2018;Tax:$5%933;Assessment:;Land:$233%610;Improvements:$302%963;Total:$536%573,3 Beds,2.5 Baths,2%328 sqft,$158/sqft,Built in 1991
1770,1770,California,CA,95003,Santa Cruz County,Aptos,115 McDonald Rd,36.986540000000005,-121.86062,3 Beds;2 Baths;1%568 sqft;Farm Ranch;$614/sqft;1.55 acres lot size;Built in 2009;County: Santa Cruz;Tax Rate Code Area: 69-108;6 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Rural Residence (Agricultural);,$754%174,06/27/2017:$800%000:Sold;03/20/2013:$962%500:Sold;12/03/2004:$375%000:Sold,Year:2018;Tax:$10%743;Assessment:;Land:$566%100;Improvements:$408%000;Total:$974%100,3 Beds,2 Baths,1%568 sqft,$614/sqft,Built in 2009
1771,1771,California,CA,95003,Santa Cruz County,Aptos,285 McDonald Rd,36.98827,-121.86081000000001,4 Beds;2.5 Baths;3%449 sqft;Farm Ranch;$128/sqft;2.38 acres lot size;Built in 1976;County: Santa Cruz;Tax Rate Code Area: 69-108;9 Rooms;Heating: Yes;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Rural Residence (Agricultural);,$1%425%232,08/05/1997:$441%500:Sold,Year:2018;Tax:$6%780;Assessment:;Land:$280%673;Improvements:$338%913;Total:$619%586,4 Beds,2.5 Baths,3%449 sqft,$128/sqft,Built in 1976
1772,1772,California,CA,95003,Santa Cruz County,Aptos,301 McDonald Rd,36.9896,-121.85968999999999,Single Family Home;County: Santa Cruz;Tax Rate Code Area: 69-108;Land Use Code: Single Family Residential;,$692%256,09/15/2010:$110%000:Sold,Year:2018;Tax:$4%176;Assessment:;Land:$264%606;Improvements:$106%969;Total:$371%575,?,?,?,?,?
1773,1773,California,CA,95003,Santa Cruz County,Aptos,320 McDonald Rd,36.98788,-121.85895,5 Beds;3.5 Baths;2%670 sqft;Farm Ranch;$75/sqft;8.31 acres lot size;Built in 1999;County: Santa Cruz;Tax Rate Code Area: 69-108;11 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 2;Roof: Composition Shingle;Land Use Code: Rural Residence (Agricultural);,$1%332%299,04/30/1999:$200%000:Sold,Year:2018;Tax:$12%025;Assessment:;Land:$301%325;Improvements:$793%848;Total:$1%095%173,5 Beds,3.5 Baths,2%670 sqft,?,Built in 1999
1774,1774,California,CA,95003,Santa Cruz County,Aptos,331 McDonald Rd,36.99006,-121.8596,3 Beds;2.5 Baths;2%548 sqft;Single Family Home;2.41 acres lot size;Built in 2003;County: Santa Cruz;Tax Rate Code Area: 69-108;Heating: Yes;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Tile;Land Use Code: Single Family Residential;,$1%278%533,07/07/1999:$175%000:Sold,Year:2018;Tax:$9%907;Assessment:;Land:$248%888;Improvements:$659%912;Total:$908%800,3 Beds,2.5 Baths,2%548 sqft,?,Built in 2003
1775,1775,California,CA,95003,Santa Cruz County,Aptos,479 McDonald Rd,36.991440000000004,-121.85918000000001,Single Family Home;$448/sqft;Lot Size: 0.33 acres;Built in 1974;180+ Days on Trulia;7 Rooms;Rooms: Dining Room% Family Room;Heating: Forced Air;Cooling System: None;Air Conditioning;Refrigerator;Dishwasher;Disposal;Floors: Carpet% Tile;Great Views;Fireplace;Skylight;Double Paned Windows;Ceiling Fan;Parking: Attached Garage% Off Street;Garage;Rv Parking;Parking Spaces: 2;Security System;Barbeque Area;Cable Ready;Luxury;Stories: 1;Exterior: Wood;Year Updated: 1974;Deck;MLS/Source ID: 81633840;Total views: 36;See Virtual Tour,$768%052,01/19/2018:$743%000:Sold;12/02/2004:$699%000:Sold;02/22/2001:$605%000:Sold,Year:2018;Tax:$8%170;Assessment:;Land:$560%109;Improvements:$182%891;Total:$743%000,?,?,?,$448/sqft,Built in 1974
1776,1776,California,CA,95003,Santa Cruz County,Aptos,490 McDonald Rd,36.99075,-121.85863,5 Beds;3 Baths;2%860 sqft;Farm Ranch;$255/sqft;1.15 acres lot size;Built in 1982;County: Santa Cruz;Tax Rate Code Area: 69-108;10 Rooms;Heating: Yes;Parking: Garage;Parking Spaces: 4;Units: 1;Roof: Wood Shake/ Shingles;Land Use Code: Rural Residence (Agricultural);,$1%276%192,07/19/2011:$730%000:Sold,Year:2018;Tax:$4%023;Assessment:;Land:$109%198;Improvements:$243%024;Total:$352%222,5 Beds,3 Baths,2%860 sqft,$255/sqft,Built in 1982
1777,1777,California,CA,95003,Santa Cruz County,Aptos,519 McDonald Rd,36.99225,-121.85823,Single Family Home;Lot Size: 0.35 acres;Built in 1972;Heating: Other;,$750%273,06/26/2014:$650%000:Sold,Year:2018;Tax:$7%709;Assessment:;Land:$420%174;Improvements:$280%116;Total:$700%290,?,?,?,?,Built in 1972
1778,1778,California,CA,95003,Santa Cruz County,Aptos,530 McDonald Rd,36.99118,-121.85833999999998,4 Beds;4.5 Baths;3%169 sqft;Farm Ranch;$303/sqft;1.07 acres lot size;Built in 1978;County: Santa Cruz;Tax Rate Code Area: 69-108;10 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Rural Residence (Agricultural);,$1%413%494,06/03/2004:$960%000:Sold,Year:2018;Tax:$13%104;Assessment:;Land:$574%802;Improvements:$624%786;Total:$1%199%588,4 Beds,4.5 Baths,3%169 sqft,$303/sqft,Built in 1978
1779,1779,California,CA,95003,Santa Cruz County,Aptos,540 McDonald Rd,36.99153,-121.85781999999999,3 Beds;3 Baths;2%508 sqft;Single Family Home;$289/sqft;1.02 acres lot size;Built in 1976;County: Santa Cruz;Tax Rate Code Area: 69-108;8 Rooms;Heating: Central;Parking: Garage;Parking Spaces: 1;Units: 1;Stories: 1 story;Construction Type: Frame;Ranch/Rambler;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%093%344,09/14/2001:$725%000:Sold,Year:2018;Tax:$10%374;Assessment:;Land:$564%786;Improvements:$382%142;Total:$946%928,3 Beds,3 Baths,2%508 sqft,$289/sqft,Built in 1976
1780,1780,California,CA,95003,Santa Cruz County,Aptos,575 McDonald Rd,36.99261,-121.85812,Farm Ranch;Lot Size: 0.53 acres;Built in 1974;180+ Days on Trulia;MLS/Source ID: 80839780;,$1%036%635,04/03/2009:$550%000:Sold;12/24/2008:$639%000:Posting Removed;12/12/2008:$639%000:Price Change:$26%000: (-4%);11/29/2008:$665%000:Listed For Sale;05/28/1999:$305%000:Sold,Year:2018;Tax:$6%868;Assessment:;Land:$362%169;Improvements:$260%309;Total:$622%478,?,?,?,?,Built in 1974
1781,1781,California,CA,95003,Santa Cruz County,Aptos,6020 McGlenn Ct,36.99004,-121.93498000000001,4 Beds;2 Baths;1%701 sqft;Single Family Home;$220/sqft;8%538 sqft lot size;Built in 1997;County: Santa Cruz;Tax Rate Code Area: 96-101;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$889%532,01/14/1999:$375%000:Sold,Year:2018;Tax:$5%330;Assessment:;Land:$275%568;Improvements:$241%118;Total:$516%686,4 Beds,2 Baths,1%701 sqft,$220/sqft,Built in 1997
1782,1782,California,CA,95003,Santa Cruz County,Aptos,6025 McGlenn Ct,36.99051,-121.9348,4 Beds;3 Baths;2%504 sqft;Multi Family;$351/sqft;6%273 sqft lot size;Built in 1982;County: Santa Cruz;Tax Rate Code Area: 96-101;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 2;Roof: Wood Shake/ Shingles;Land Use Code: Duplex (2 units% any combination);,$1%250%694,05/12/2005:$880%000:Sold;02/19/2004:$699%000:Sold,Year:2018;Tax:$12%256;Assessment:;Land:$715%500;Improvements:$238%500;Total:$954%000,4 Beds,3 Baths,2%504 sqft,$351/sqft,Built in 1982
1783,1783,California,CA,95003,Santa Cruz County,Aptos,6030 McGlenn Ct,36.99015,-121.93466000000001,4 Beds;2.5 Baths;1%925 sqft;Single Family Home;$314/sqft;5%532 sqft lot size;Built in 1998;County: Santa Cruz;Tax Rate Code Area: 96-101;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$962%510,02/09/2018:$899%000:Sold;03/05/2001:$605%000:Sold;02/12/1998:$375%000:Sold,Year:2018;Tax:$9%968;Assessment:;Land:$480%729;Improvements:$320%486;Total:$801%215,4 Beds,2.5 Baths,1%925 sqft,$314/sqft,Built in 1998
1784,1784,California,CA,95003,Santa Cruz County,Aptos,3001 McGlenn Dr,36.98982,-121.93472,Single Family Home;$529/sqft;Lot Size: 7%187 sqft;Built in 1998;63 Days on Trulia;6 Rooms;Rooms: Breakfast Nook% Dining Room% Walk In Closet;Heating: Forced Air;Cooling System: Central;Air Conditioning;Floors: Carpet% Tile;Fireplace;Skylight;Parking: Attached Garage;Garage;Parking Spaces: 1;Roof: Composition;Year Updated: 1998;MLS/Source ID: ML81744255;,$811%052,04/29/2019:$799%000:Posting Removed;04/01/2019:$799%000:Pending;03/26/2019:$799%000:Listed For Sale;07/14/1997:$125%000:Sold,Year:2018;Tax:$6%073;Assessment:;Land:$245%588;Improvements:$210%505;Total:$456%093,?,?,?,$529/sqft,Built in 1998
1785,1785,California,CA,95003,Santa Cruz County,Aptos,3005 McGlenn Dr,36.98999,-121.9347,3 Beds;2.5 Baths;1%500 sqft;Single Family Home;$83/sqft;6%229 sqft lot size;Built in 1998;County: Santa Cruz;Tax Rate Code Area: 96-101;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$990%856,05/30/1997:$125%000:Sold,Year:2018;Tax:$7%376;Assessment:;Land:$192%960;Improvements:$380%970;Total:$573%930,3 Beds,2.5 Baths,1%500 sqft,?,Built in 1998
1786,1786,California,CA,95003,Santa Cruz County,Aptos,3071 McGlenn Dr,36.99091,-121.93457,5 Beds;3 Baths;2%800 sqft;Single Family Home;$101/sqft;7%362 sqft lot size;Built in 1976;County: Santa Cruz;Tax Rate Code Area: 96-101;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$1%250%393,09/18/1997:$284%000:Sold,Year:2018;Tax:$7%376;Assessment:;Land:$224%536;Improvements:$349%342;Total:$573%878,5 Beds,3 Baths,2%800 sqft,$101/sqft,Built in 1976
1787,1787,California,CA,95003,Santa Cruz County,Aptos,3089 McGlenn Dr,36.99111,-121.93451,4 Beds;2 Baths;1%738 sqft;Single Family Home;7%057 sqft lot size;Built in 1975;County: Santa Cruz;Tax Rate Code Area: 96-101;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$920%429,04/24/1998:$4%000:Sold,Year:2018;Tax:$4%894;Assessment:;Land:$164%853;Improvements:$184%724;Total:$349%577,4 Beds,2 Baths,1%738 sqft,?,Built in 1975
1788,1788,California,CA,95003,Santa Cruz County,Aptos,3101 McGlenn Dr,36.99139,-121.93439,Single Family Home;$299/sqft;Lot Size: 10%324 sqft;Built in 1976;Rooms: Bedroom% Office% Family Room% Living Room% Kitchen% Laundry Room% Dining Room;Fireplace;Foundation Type: Concrete Perimeter;Roof: Shingle Composition;MLS/Source ID: 81232635;,$1%218%576,01/04/2013:$677%000:Sold;11/09/2012:$709%000:Posting Removed;11/07/2012:$694%000:Sold;11/05/2012:$709%000:Price Change:$20%000: (-3%);10/09/2012:$729%000:Price Change:$20%000: (-3%);09/05/2012:$749%000:Listed For Sale;08/16/2002:$640%000:Sold,Year:2018;Tax:$7%298;Assessment:;Land:$194%788;Improvements:$320%516;Total:$515%304,?,?,?,$299/sqft,Built in 1976
1789,1789,California,CA,95003,Santa Cruz County,Aptos,3116 McGlenn Dr,36.99171,-121.93373999999999,3 Beds;2.5 Baths;1%831 sqft;Single Family Home;$142/sqft;8%189 sqft lot size;Built in 1981;County: Santa Cruz;Tax Rate Code Area: 96-101;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$936%398,11/30/1995:$260%000:Sold,Year:2018;Tax:$5%117;Assessment:;Land:$197%107;Improvements:$182%507;Total:$379%614,3 Beds,2.5 Baths,1%831 sqft,$142/sqft,Built in 1981
1790,1790,California,CA,95003,Santa Cruz County,Aptos,3154 McGlenn Dr,36.99261,-121.93366,4 Beds;3 Baths;2%018 sqft;Single Family Home;$382/sqft;0.5 acres lot size;Built in 1983;County: Santa Cruz;Tax Rate Code Area: 96-101;Heating: Central;Parking: Garage;Parking Spaces: 2;Units: 1;Roof: Composition Shingle;Land Use Code: Single Family Residential;,$957%101,05/31/2002:$770%000:Sold,Year:2018;Tax:$12%087;Assessment:;Land:$599%842;Improvements:$399%895;Total:$999%737,4 Beds,3 Baths,2%018 sqft,$382/sqft,Built in 1983
1791,1791,California,CA,95003,Santa Cruz County,Aptos,106 McKay Rd,36.99805,-121.86325,Single Family Home;Lot Size: 9%235 sqft;Built in 1975;180+ Days on Trulia;MLS/Source ID: 431541;,$751%081,12/30/2004:$712%000:Sold,Year:2018;Tax:$7%893;Assessment:;Land:$427%132;Improvements:$278%214;Total:$705%346,?,?,?,?,Built in 1975
1792,1792,California,CA,95003,Santa Cruz County,Aptos,107 McKay Rd,36.9984,-121.86323,Single Family Home;$386/sqft;Lot Size: 0.31 acres;Built in 1985;180+ Days on Trulia;Heating: Gas;Ceiling Fan;Garage;Sprinkler System;MLS/Source ID: 81147618;,$748%681,01/04/1994:$266%000:Sold,Year:2018;Tax:$4%564;Assessment:;Land:$209%134;Improvements:$188%222;Total:$397%356,?,?,?,$386/sqft,Built in 1985
1793,1793,California,CA,95003,Santa Cruz County,Aptos,116 McKay Rd,36.997820000000004,-121.86281000000001,Single Family Home;$2/sqft;Lot Size: 0.49 acres;Built in 1963;180+ Days on Trulia;Floors: Hardwood;Fireplace;Patio;Lawn;,$734%674,10/27/2017:$875%000:Sold;04/14/2015:$825%000:Sold;02/25/2015:$875%000:Posting Removed;02/18/2015:$875%000:Listed For Sale;02/19/2012:$679%000:Posting Removed;02/17/2012:$615%000:Sold;11/17/2011:$679%000:Price Change:$50%000: (-7%);11/02/2011:$729%000:Listed For Sale;04/14/1998:$360%000:Sold;10/25/1994:$291%000:Sold,Year:2018;Tax:$9%726;Assessment:;Land:$612%500;Improvements:$262%500;Total:$875%000,?,?,?,?,Built in 1963
1794,1794,California,CA,95003,Santa Cruz County,Aptos,150 McKay Rd,36.99738,-121.86113999999999,Farm Ranch;$312/sqft;Lot Size: 1.1 acres;Built in 1966;180+ Days on Trulia;MLS/Source ID: 81028886;,$842%873,12/29/2015:$630%000:Sold;09/18/2010:$499%950:Posting Removed;09/13/2010:$495%000:Sold;09/05/2010:$499%950:Pending;09/02/2010:$499%950:Price Change:$30%000: (-6%);08/26/2010:$529%950:Price Change:$45%050: (-8%);08/06/2010:$575%000:Price Change:$24%950: (-4%);07/24/2010:$599%950:Price Change:$97%550: (-14%);07/22/2010:$697%500:Price Change:$97%550: (16%);07/14/2010:$599%950:Price Change:$50%000: (-8%);07/03/2010:$649%950:Price Change:$50: (-0%);06/27/2010:$650%000:Price Change:$50: (0%);06/12/2010:$649%950:Price Change:$47%550: (-7%);04/05/2010:$697%500:Price Change:$52%500: (-7%);01/08/2010:$750%000:Listed For Sale,Year:2018;Tax:$7%278;Assessment:;Land:$525%402;Improvements:$130%050;Total:$655%452,?,?,?,$312/sqft,Built in 1966
1795,1795,California,CA,95003,Santa Cruz County,Aptos,153 McKay Rd,36.997890000000005,-121.8607,Single Family Home;Lot Size: 0.54 acres;Built in 1967;180+ Days on Trulia;6 Rooms;,$725%953,04/02/2018:$710%000:Sold,Year:2018;Tax:$1%448;Assessment:;Land:$21%918;Improvements:$94%058;Total:$115%976,?,?,?,?,Built in 1967
